sigma_int,sigma_int_lower,sigma_int_upper,logN_HI,logN_HI_lower,logN_HI_upper,v_exp,v_exp_lower,v_exp_upper,logT,logT_lower,logT_upper,v_lya,v_lya_lower,v_lya_upper,A_lya
24.69208237212812,15.333585275916338,16.96083039041072,19.82426875250124,0.02837183447898539,0.03892015574253094,19.642643529217814,1.4589146150050603,1.2126257527406779,4.1589872283975104,0.07162678951271051,0.05035357194957424,-0.47856344657543926,1.283950849271207,1.2643569219448267,0.29020313421757693
