vel,flux,err
6.903837e+02,5.894450e-04,3.000000e-04
6.976993e+02,5.296301e-04,3.000000e-04
7.042834e+02,7.908044e-05,3.000000e-04
7.115991e+02,-4.080391e-04,3.000000e-04
7.189147e+02,-4.078422e-05,3.000000e-04
7.254988e+02,-1.369940e-04,3.000000e-04
7.328144e+02,-3.925473e-05,3.000000e-04
7.393985e+02,1.471062e-04,3.000000e-04
7.467142e+02,2.588663e-05,3.000000e-04
7.540298e+02,4.439688e-04,3.000000e-04
7.606139e+02,-1.891120e-04,3.000000e-04
7.679295e+02,-5.847581e-05,3.000000e-04
7.745136e+02,-2.425360e-04,3.000000e-04
7.818293e+02,1.659370e-04,3.000000e-04
7.891449e+02,-1.621327e-04,3.000000e-04
7.957290e+02,4.290196e-04,3.000000e-04
8.030446e+02,-2.792628e-04,3.000000e-04
8.096287e+02,-2.383955e-05,3.000000e-04
8.169444e+02,-2.099289e-05,3.000000e-04
8.242600e+02,2.421137e-04,3.000000e-04
8.308441e+02,-1.859090e-04,3.000000e-04
8.381597e+02,6.142785e-05,3.000000e-04
8.447438e+02,2.811781e-04,3.000000e-04
8.520595e+02,-2.138535e-04,3.000000e-04
8.593751e+02,-1.076183e-04,3.000000e-04
8.659592e+02,6.474539e-04,3.000000e-04
8.732748e+02,-3.745563e-04,3.000000e-04
8.798589e+02,-2.484674e-04,3.000000e-04
8.871746e+02,3.488038e-04,3.000000e-04
8.937586e+02,2.156656e-04,3.000000e-04
9.010743e+02,1.652465e-04,3.000000e-04
9.083899e+02,3.640298e-04,3.000000e-04
9.149740e+02,3.804260e-04,3.000000e-04
9.222897e+02,-4.805939e-05,3.000000e-04
9.288737e+02,-2.600298e-05,3.000000e-04
9.361894e+02,6.426056e-06,3.000000e-04
9.435050e+02,-2.458140e-04,3.000000e-04
9.500891e+02,-2.726434e-04,3.000000e-04
9.574048e+02,2.241210e-04,3.000000e-04
9.639889e+02,5.019584e-04,3.000000e-04
9.713045e+02,9.003415e-05,3.000000e-04
9.786201e+02,-2.106443e-04,3.000000e-04
9.852042e+02,-1.854943e-04,3.000000e-04
9.925199e+02,2.142331e-04,3.000000e-04
9.991040e+02,-1.103382e-04,3.000000e-04
1.006420e+03,1.262874e-04,3.000000e-04
1.013735e+03,-7.953842e-05,3.000000e-04
1.020319e+03,-3.157573e-04,3.000000e-04
1.027635e+03,6.451772e-06,3.000000e-04
1.034219e+03,-2.212275e-04,3.000000e-04
1.041535e+03,6.354744e-05,3.000000e-04
1.048850e+03,-7.800307e-04,3.000000e-04
1.055434e+03,-5.132561e-05,3.000000e-04
1.062750e+03,1.137493e-04,3.000000e-04
1.069334e+03,-2.720655e-04,3.000000e-04
1.076650e+03,4.031931e-04,3.000000e-04
1.083965e+03,1.782219e-04,3.000000e-04
1.090550e+03,-2.078078e-04,3.000000e-04
1.097865e+03,-1.047193e-04,3.000000e-04
1.105181e+03,3.886557e-04,3.000000e-04
1.111765e+03,-5.431828e-06,3.000000e-04
1.119081e+03,-1.318086e-04,3.000000e-04
1.125665e+03,-1.486481e-04,3.000000e-04
1.132980e+03,-7.362152e-05,3.000000e-04
1.140296e+03,-6.890228e-06,3.000000e-04
1.146880e+03,-6.256104e-05,3.000000e-04
1.154196e+03,-2.636556e-04,3.000000e-04
1.160780e+03,5.832792e-05,3.000000e-04
1.168095e+03,-2.464933e-04,3.000000e-04
1.175411e+03,5.316050e-05,3.000000e-04
1.181995e+03,1.302484e-04,3.000000e-04
1.189311e+03,-4.797951e-04,3.000000e-04
1.195895e+03,4.798043e-05,3.000000e-04
1.203210e+03,-3.189621e-04,3.000000e-04
1.210526e+03,3.302547e-04,3.000000e-04
1.217110e+03,2.225920e-04,3.000000e-04
1.224426e+03,-9.988728e-05,3.000000e-04
1.231010e+03,2.200710e-04,3.000000e-04
1.238326e+03,-2.677344e-04,3.000000e-04
1.245641e+03,-3.790257e-04,3.000000e-04
1.252225e+03,-1.975064e-04,3.000000e-04
1.259541e+03,-5.911559e-04,3.000000e-04
1.266125e+03,3.223068e-04,3.000000e-04
1.273441e+03,6.196644e-05,3.000000e-04
1.280756e+03,-7.790204e-04,3.000000e-04
1.287340e+03,-5.005840e-05,3.000000e-04
1.294656e+03,1.919345e-04,3.000000e-04
1.301240e+03,-5.110804e-04,3.000000e-04
1.308556e+03,-2.295517e-04,3.000000e-04
1.315871e+03,-2.928706e-04,3.000000e-04
1.322456e+03,3.013104e-05,3.000000e-04
1.329771e+03,3.128496e-04,3.000000e-04
1.337087e+03,-1.071599e-04,3.000000e-04
1.343671e+03,-1.518519e-04,3.000000e-04
1.350987e+03,-8.741499e-05,3.000000e-04
1.357571e+03,4.989560e-04,3.000000e-04
1.364886e+03,-3.568414e-04,3.000000e-04
1.372202e+03,2.814660e-04,3.000000e-04
1.378786e+03,2.620875e-04,3.000000e-04
1.386102e+03,-2.931446e-04,3.000000e-04
1.392686e+03,-2.163072e-04,3.000000e-04
