vel,flux,err
9.489011e+01,2.941407e-03,3.000000e-04
1.014742e+02,3.078714e-03,3.000000e-04
1.087898e+02,3.799784e-03,3.000000e-04
1.161055e+02,4.231325e-03,3.000000e-04
1.226896e+02,4.325692e-03,3.000000e-04
1.300052e+02,4.984373e-03,3.000000e-04
1.365893e+02,5.924336e-03,3.000000e-04
1.439049e+02,6.256885e-03,3.000000e-04
1.504890e+02,6.356103e-03,3.000000e-04
1.578047e+02,7.103535e-03,3.000000e-04
1.651203e+02,6.958293e-03,3.000000e-04
1.717044e+02,7.325986e-03,3.000000e-04
1.790200e+02,7.609985e-03,3.000000e-04
1.856041e+02,7.413176e-03,3.000000e-04
1.929198e+02,7.256938e-03,3.000000e-04
1.995038e+02,7.391586e-03,3.000000e-04
2.068195e+02,7.492908e-03,3.000000e-04
2.141351e+02,7.848519e-03,3.000000e-04
2.207192e+02,7.538803e-03,3.000000e-04
2.280349e+02,6.925935e-03,3.000000e-04
2.346189e+02,6.797435e-03,3.000000e-04
2.419346e+02,7.016555e-03,3.000000e-04
2.492502e+02,6.292328e-03,3.000000e-04
2.558343e+02,5.977988e-03,3.000000e-04
2.631500e+02,6.387407e-03,3.000000e-04
2.697340e+02,5.463425e-03,3.000000e-04
2.770497e+02,5.253187e-03,3.000000e-04
2.836338e+02,4.773865e-03,3.000000e-04
2.909494e+02,4.534861e-03,3.000000e-04
2.982651e+02,4.071009e-03,3.000000e-04
3.048491e+02,3.907268e-03,3.000000e-04
3.121648e+02,3.223900e-03,3.000000e-04
3.187489e+02,3.071697e-03,3.000000e-04
3.260645e+02,2.784311e-03,3.000000e-04
3.326486e+02,2.565008e-03,3.000000e-04
3.399642e+02,1.718086e-03,3.000000e-04
3.472799e+02,1.712244e-03,3.000000e-04
3.538640e+02,1.053143e-03,3.000000e-04
3.611796e+02,1.541639e-03,3.000000e-04
3.677637e+02,1.273377e-03,3.000000e-04
3.750793e+02,9.566085e-04,3.000000e-04
3.823950e+02,1.632231e-03,3.000000e-04
3.889791e+02,6.281732e-04,3.000000e-04
3.962947e+02,9.076643e-04,3.000000e-04
4.028788e+02,5.174307e-04,3.000000e-04
4.101944e+02,2.282014e-04,3.000000e-04
4.167785e+02,6.162339e-04,3.000000e-04
4.240942e+02,9.142015e-04,3.000000e-04
4.314098e+02,6.992311e-04,3.000000e-04
4.379939e+02,2.563429e-04,3.000000e-04
4.453095e+02,-4.664141e-05,3.000000e-04
4.518936e+02,3.143452e-04,3.000000e-04
4.592093e+02,2.305006e-04,3.000000e-04
4.657934e+02,8.432260e-04,3.000000e-04
4.731090e+02,-4.573709e-04,3.000000e-04
4.804247e+02,2.711929e-05,3.000000e-04
4.870087e+02,-1.698990e-05,3.000000e-04
4.943244e+02,-1.003142e-04,3.000000e-04
5.009085e+02,3.397112e-04,3.000000e-04
5.082241e+02,-2.164031e-04,3.000000e-04
5.155398e+02,2.196024e-04,3.000000e-04
5.221238e+02,-5.238939e-04,3.000000e-04
5.294395e+02,2.471506e-04,3.000000e-04
5.360236e+02,-3.509227e-04,3.000000e-04
5.433392e+02,3.164496e-04,3.000000e-04
5.506549e+02,-1.339696e-04,3.000000e-04
5.572389e+02,2.922568e-04,3.000000e-04
5.645546e+02,3.547493e-04,3.000000e-04
5.711387e+02,-5.467832e-05,3.000000e-04
5.784543e+02,-1.557504e-04,3.000000e-04
5.850384e+02,-3.480888e-04,3.000000e-04
5.923540e+02,3.540058e-04,3.000000e-04
5.996697e+02,-3.865285e-04,3.000000e-04
6.062538e+02,-7.405640e-05,3.000000e-04
6.135694e+02,9.503539e-04,3.000000e-04
6.201535e+02,2.651021e-04,3.000000e-04
6.274691e+02,-2.551187e-04,3.000000e-04
6.347848e+02,6.762352e-04,3.000000e-04
6.413689e+02,3.962523e-04,3.000000e-04
6.486845e+02,-1.205504e-04,3.000000e-04
6.552686e+02,3.348988e-04,3.000000e-04
6.625842e+02,-1.322014e-04,3.000000e-04
6.698999e+02,-3.094335e-04,3.000000e-04
6.764840e+02,3.014016e-04,3.000000e-04
6.837996e+02,9.880309e-05,3.000000e-04
6.903837e+02,2.135279e-04,3.000000e-04
6.976993e+02,2.436970e-04,3.000000e-04
7.042834e+02,5.404660e-04,3.000000e-04
7.115991e+02,-1.911405e-04,3.000000e-04
7.189147e+02,-3.395395e-04,3.000000e-04
7.254988e+02,1.185276e-04,3.000000e-04
7.328144e+02,-2.668826e-04,3.000000e-04
7.393985e+02,-6.105188e-04,3.000000e-04
7.467142e+02,1.351052e-04,3.000000e-04
7.540298e+02,2.147197e-04,3.000000e-04
7.606139e+02,-1.759747e-04,3.000000e-04
7.679295e+02,7.706748e-05,3.000000e-04
7.745136e+02,1.624297e-04,3.000000e-04
7.818293e+02,2.408977e-04,3.000000e-04
7.891449e+02,-3.291811e-04,3.000000e-04
7.957290e+02,1.243764e-04,3.000000e-04
8.030446e+02,3.264899e-04,3.000000e-04
8.096287e+02,2.181688e-04,3.000000e-04
8.169444e+02,-2.768669e-04,3.000000e-04
8.242600e+02,-3.005384e-04,3.000000e-04
8.308441e+02,-2.868308e-04,3.000000e-04
8.381597e+02,3.499732e-04,3.000000e-04
8.447438e+02,1.474940e-04,3.000000e-04
8.520595e+02,-3.124178e-04,3.000000e-04
8.593751e+02,-1.052724e-04,3.000000e-04
8.659592e+02,2.459114e-04,3.000000e-04
8.732748e+02,-5.216675e-04,3.000000e-04
8.798589e+02,8.249590e-05,3.000000e-04
8.871746e+02,-2.555038e-04,3.000000e-04
8.937586e+02,5.240268e-04,3.000000e-04
9.010743e+02,5.220597e-04,3.000000e-04
9.083899e+02,8.919624e-05,3.000000e-04
9.149740e+02,5.512898e-04,3.000000e-04
9.222897e+02,5.251635e-06,3.000000e-04
9.288737e+02,-9.618814e-05,3.000000e-04
9.361894e+02,-2.809342e-04,3.000000e-04
9.435050e+02,-1.367735e-04,3.000000e-04
9.500891e+02,-3.040901e-04,3.000000e-04
9.574048e+02,1.658341e-04,3.000000e-04
9.639889e+02,5.221414e-04,3.000000e-04
9.713045e+02,-3.171544e-04,3.000000e-04
9.786201e+02,1.428741e-05,3.000000e-04
9.852042e+02,2.923961e-04,3.000000e-04
9.925199e+02,9.839148e-05,3.000000e-04
9.991040e+02,3.168989e-04,3.000000e-04
1.006420e+03,-2.678166e-04,3.000000e-04
1.013735e+03,5.186203e-05,3.000000e-04
1.020319e+03,-3.556754e-04,3.000000e-04
1.027635e+03,-2.725104e-05,3.000000e-04
1.034219e+03,2.459325e-04,3.000000e-04
1.041535e+03,-2.903625e-04,3.000000e-04
1.048850e+03,8.214114e-06,3.000000e-04
1.055434e+03,2.896875e-04,3.000000e-04
1.062750e+03,-2.802462e-04,3.000000e-04
1.069334e+03,-2.419352e-04,3.000000e-04
1.076650e+03,1.928698e-04,3.000000e-04
1.083965e+03,1.263792e-04,3.000000e-04
1.090550e+03,-1.263509e-05,3.000000e-04
1.097865e+03,6.871772e-05,3.000000e-04
1.105181e+03,2.888596e-04,3.000000e-04
1.111765e+03,-3.675470e-04,3.000000e-04
1.119081e+03,-2.486103e-04,3.000000e-04
1.125665e+03,-8.143626e-05,3.000000e-04
1.132980e+03,-2.110541e-04,3.000000e-04
1.140296e+03,-2.719792e-04,3.000000e-04
1.146880e+03,5.718091e-04,3.000000e-04
1.154196e+03,-8.266420e-05,3.000000e-04
1.160780e+03,3.124419e-04,3.000000e-04
1.168095e+03,9.704826e-05,3.000000e-04
1.175411e+03,8.192760e-05,3.000000e-04
1.181995e+03,3.092569e-04,3.000000e-04
1.189311e+03,1.781218e-04,3.000000e-04
1.195895e+03,2.323398e-04,3.000000e-04
1.203210e+03,-1.158723e-04,3.000000e-04
1.210526e+03,-1.799515e-05,3.000000e-04
1.217110e+03,2.263597e-04,3.000000e-04
1.224426e+03,5.143796e-05,3.000000e-04
1.231010e+03,1.793130e-04,3.000000e-04
1.238326e+03,2.352258e-04,3.000000e-04
1.245641e+03,1.313374e-04,3.000000e-04
1.252225e+03,6.620332e-04,3.000000e-04
1.259541e+03,-2.645976e-04,3.000000e-04
1.266125e+03,-3.809775e-04,3.000000e-04
1.273441e+03,-3.706506e-05,3.000000e-04
1.280756e+03,-1.995430e-04,3.000000e-04
1.287340e+03,1.121933e-04,3.000000e-04
1.294656e+03,1.083176e-05,3.000000e-04
1.301240e+03,-1.657581e-04,3.000000e-04
1.308556e+03,-3.207628e-04,3.000000e-04
1.315871e+03,-9.838224e-06,3.000000e-04
1.322456e+03,1.273274e-04,3.000000e-04
1.329771e+03,4.800066e-05,3.000000e-04
1.337087e+03,6.201062e-05,3.000000e-04
1.343671e+03,-9.889100e-04,3.000000e-04
1.350987e+03,-1.747202e-04,3.000000e-04
1.357571e+03,2.054272e-04,3.000000e-04
1.364886e+03,-6.091828e-05,3.000000e-04
1.372202e+03,-3.431882e-05,3.000000e-04
1.378786e+03,5.647347e-04,3.000000e-04
1.386102e+03,-2.351721e-04,3.000000e-04
1.392686e+03,9.038694e-05,3.000000e-04
